name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Hanoi,2024-04-17,30,25,27.3,37.4,25,30.3,25.1,88.3,0.2,100,8.33,rain,0,0,35.3,20.5,121.6,1006.7,89.2,8,181.1,15.6,8,75,2024-04-17T05:36:04,2024-04-17T18:16:31,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-18,32,24,27.3,39.2,24,29.9,24.5,86,13.807,100,8.33,rain,0,0,54.7,24.1,122.9,1004.9,57.6,8,276.9,23.9,10,100,2024-04-18T05:35:17,2024-04-18T18:16:51,0.31,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-19,32.7,26,28.4,42.1,26,33.5,25.6,85.5,0,0,0,,0,0,49.3,24.1,119.8,1002.3,75.6,8.3,256,22,9,100,2024-04-19T05:34:30,2024-04-19T18:17:12,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-20,34.2,24,28.9,45.3,24,34.6,25.6,83.3,8.784,100,4.17,rain,0,0,57.6,38.9,96.7,1002.2,76.4,8.2,275.5,23.8,10,75,2024-04-20T05:33:44,2024-04-20T18:17:33,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-21,32,24,27.3,42.3,24,31,24.8,86.7,40.014,100,4.17,rain,0,0,30.6,22.3,94.8,1004.2,89.4,8.7,254.7,21.9,10,75,2024-04-21T05:32:59,2024-04-21T18:17:54,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-22,29,24,26.7,34.5,24,29.1,24.3,87,0.048,100,8.33,rain,0,0,29.2,14.8,91.1,1006,96,9,212.3,18.3,7,60,2024-04-22T05:32:14,2024-04-22T18:18:15,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-23,31.5,26,28.2,39.1,26,32.2,25,83.7,4.4,100,54.17,rain,0,0,32.4,18.4,86.4,1006.1,90.3,8.2,133,11.5,7,75,2024-04-23T05:31:30,2024-04-23T18:18:36,0.47,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-24,28.5,23,25.7,33.3,23,26.2,23.8,89.5,2.93,100,12.5,rain,0,0,27,13,65.3,1006.9,81.7,8.2,108,9.3,6,60,2024-04-24T05:30:47,2024-04-24T18:18:58,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-25,34,25,28.9,45.8,25,34.4,25.7,84.1,5.863,100,8.33,rain,0,0,33.1,20.5,113.9,1004,65.6,7.5,309.3,26.7,10,75,2024-04-25T05:30:05,2024-04-25T18:19:20,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-26,36.5,27,31,48.1,31.2,39.7,26.7,79.5,0,0,0,,0,0,40.3,18.4,111.3,1001,49.9,7,291,24.9,10,60,2024-04-26T05:29:23,2024-04-26T18:19:42,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-27,40,27,32.2,44.7,31.2,38.6,24.7,69.9,0,0,0,,0,0,38.9,16.6,97.3,999.6,8.8,7.7,330.6,28.6,10,30,2024-04-27T05:28:42,2024-04-27T18:20:04,0.61,Clear,Clear conditions throughout the day.,clear-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-28,35.6,27,30.6,51,30.6,39.6,26.9,81.3,0,0,0,,0,0,32.8,20.5,97.8,1002,45.5,10.1,325.7,28.1,10,60,2024-04-28T05:28:02,2024-04-28T18:20:27,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-29,34,28,30.2,49.3,34.4,39.4,27.4,85.1,0,0,0,,0,0,37.1,20.5,109.3,1002,69.4,9.4,291.8,25.3,10,75,2024-04-29T05:27:22,2024-04-29T18:20:49,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2024-04-30,36,27,31,50,31,39.9,26.9,79.9,0,0,0,,0,0,35.3,22.3,82.5,999.1,40.2,9,300.3,25.9,10,30,2024-04-30T05:26:44,2024-04-30T18:21:12,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,VVNB
Hanoi,2024-05-01,28,24,25.8,31.1,24,26.7,22.8,83.7,6.5,100,62.5,rain,0,0,36.7,18.4,41.4,1004.9,84.3,9.5,57.4,4.9,2,10,2024-05-01T05:26:06,2024-05-01T18:21:36,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,VVNB
