name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Hanoi,2018-05-15,35.5,24,29.4,44.8,24,34.2,24.4,75.9,0.024,100,4.17,rain,,,,24.1,128.8,1004.8,41,10.1,291.1,25.4,10,,2018-05-15T05:19:04,2018-05-15T18:27:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-16,35,27,30.4,44.9,31.2,37.3,25.8,77.8,0,0,0,,,,,25,125.8,1004,43.2,10.6,284,24.5,10,,2018-05-16T05:18:40,2018-05-16T18:27:27,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-17,36,27,30.6,48.1,30.1,37.5,25.5,75.6,0.005,100,4.17,rain,,,,22.1,113,1003.9,40.3,11.3,262.3,22.7,9,,2018-05-17T05:18:17,2018-05-17T18:27:52,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-18,36,24.2,29.6,47.2,24.2,34.5,24.9,77.6,0.3,100,12.5,rain,,,,25.9,117,1004.4,52.3,10.1,206.2,17.8,7,,2018-05-18T05:17:55,2018-05-18T18:28:18,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-19,34.5,24,28.6,44.2,24,32.3,24.3,79.1,3.923,100,4.17,rain,,,,19.4,99.7,1005.2,48.1,9.6,257.4,22.1,9,,2018-05-19T05:17:34,2018-05-19T18:28:43,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-20,34.5,26,29.9,44.2,26,35.7,25.4,77.8,19.519,100,4.17,rain,,,,26.8,121.1,1005.8,49.2,9.4,190.5,16.4,6,,2018-05-20T05:17:15,2018-05-20T18:29:09,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-21,33.1,26.2,29.2,41.5,26.2,34.6,25,79.4,1.5,100,54.17,rain,,,,23.2,129.2,1007.3,65.7,10.4,165.8,14.3,6,,2018-05-21T05:16:56,2018-05-21T18:29:35,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-22,33.5,26,29.7,41.3,26,33.9,24.3,74,2.9,100,66.67,rain,,,,18.5,126.4,1008.8,47.5,10.8,149.2,12.9,5,,2018-05-22T05:16:39,2018-05-22T18:30:00,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-23,34.5,26,30,41.2,26,34.4,24.2,72.5,1.5,100,25,rain,,,,16.6,132,1008.7,50.2,11,237.9,20.4,8,,2018-05-23T05:16:22,2018-05-23T18:30:26,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-24,34.5,26,30.2,43.4,26,36.1,25.2,76.1,0.4,100,16.67,rain,,,,25.9,133.1,1006.4,36,10.9,209.9,17.9,7,,2018-05-24T05:16:07,2018-05-24T18:30:51,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-25,36,28,31.5,43.9,33.3,38.3,25.2,70.6,0.5,100,20.83,rain,,,,23.2,136.7,1003.9,42,10.3,182.3,15.7,6,,2018-05-25T05:15:52,2018-05-25T18:31:17,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-26,36,27,31.3,46.3,30.4,38.1,25.1,71,0.9,100,12.5,rain,,,,22.3,112.9,1004.4,32.6,11,195.9,16.8,6,,2018-05-26T05:15:39,2018-05-26T18:31:42,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-27,34,24,28.5,42.5,24,31.8,24.1,78.6,52.181,100,8.33,rain,,,,19.4,40.9,1007.4,72.4,10.5,118.5,10.2,4,,2018-05-27T05:15:27,2018-05-27T18:32:07,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-28,27.1,24,25.5,29.5,24,25.7,22.9,85.7,21.505,100,12.5,rain,,,,12.1,0.4,1009.9,86,9.6,219.2,18.8,8,,2018-05-28T05:15:16,2018-05-28T18:32:32,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-29,33,25,28.2,39.7,25,31.4,24.7,82.5,3.5,100,54.17,rain,,,,20.3,94.4,1008.8,76.3,7.9,198.5,17.1,7,,2018-05-29T05:15:06,2018-05-29T18:32:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-30,33.5,26,29.6,42,26,34.6,25.4,79.8,24.497,100,8.33,rain,,,,19.4,121.3,1008.1,66.9,9.3,208.7,18,7,,2018-05-30T05:14:57,2018-05-30T18:33:21,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-05-31,33.5,26,29.6,42,26,35.6,25.9,81.4,0.098,100,4.17,rain,,,,16.6,119.4,1008.5,58.3,9.4,134.3,11.6,4,,2018-05-31T05:14:50,2018-05-31T18:33:46,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-01,31.9,24.8,27,41.5,24.8,30.6,25.9,93.8,15.713,100,8.33,rain,,,,20.5,90.3,1008.5,68.1,8.1,134,11.6,4,,2018-06-01T05:14:43,2018-06-01T18:34:10,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-02,33,25,27.9,42.1,25,30.8,24.8,84.5,6.8,100,66.67,rain,,,,19.5,90.4,1008.3,55.2,9.3,175.4,15,6,,2018-06-02T05:14:37,2018-06-02T18:34:34,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-03,33.5,25.8,29.3,42,25.8,34.2,25.4,80.4,1.952,100,4.17,rain,,,,18.3,109.6,1006.1,64.8,9.6,165.8,14.3,6,,2018-06-03T05:14:33,2018-06-03T18:34:57,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-04,33.4,26,29.5,40.7,26,35,25.4,79.8,0.981,100,4.17,rain,,,,20.3,29.4,1005.5,50.8,9.2,156,13.4,5,,2018-06-04T05:14:29,2018-06-04T18:35:21,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-05,32.4,25.8,28.4,36.2,25.8,30.6,22.8,73,12.688,100,8.33,rain,,,,14,333.3,1007,68.9,10.7,171.9,14.8,5,,2018-06-05T05:14:27,2018-06-05T18:35:43,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-06,35.6,25,30.6,43.3,25,34.8,23.8,69,0.1,100,4.17,rain,,,,11.5,319.7,1004.4,48.8,10.9,299,25.8,10,,2018-06-06T05:14:25,2018-06-06T18:36:06,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-07,36.1,27.5,31.5,43.2,31.7,37.5,24.4,67.8,0.1,100,4.17,rain,,,,13.9,326.7,1002.8,25.9,8.8,290.8,25.3,9,,2018-06-07T05:14:25,2018-06-07T18:36:28,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-08,36.8,27,31.7,42.6,29.4,37.1,23.7,64.1,1.1,100,20.83,rain,,,,11.2,298.9,1000.7,27.9,7.7,308.4,26.7,9,,2018-06-08T05:14:26,2018-06-08T18:36:49,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-09,34,26.7,29.7,44.7,30,37.2,26.3,82.5,18.255,100,8.33,rain,,,,19.6,341.8,1000.8,47.4,6,199.4,17.2,6,,2018-06-09T05:14:27,2018-06-09T18:37:11,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-10,35,26,30.2,44.9,26,36.7,26,80.1,2.267,100,12.5,rain,,,,25.9,307.5,1001.7,57.1,7.5,91.4,7.7,3,,2018-06-10T05:14:30,2018-06-10T18:37:31,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-11,34.4,25.5,29.1,43.5,25.5,33.9,25.9,84.3,32.815,100,8.33,rain,,,,21.8,112.9,1001.1,65.6,9.4,267.7,23.3,8,,2018-06-11T05:14:33,2018-06-11T18:37:51,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-12,35,26,30.6,43.6,26,36.5,25.6,76.8,7.925,100,8.33,rain,,,,25,219.2,999.5,73.2,9.3,275.2,23.8,8,,2018-06-12T05:14:38,2018-06-12T18:38:11,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-13,35.5,29,31.8,42.6,32.7,37.9,24.2,64.3,0.098,100,4.17,rain,,,,20.5,214.3,998.1,76.9,10,228.1,19.9,7,,2018-06-13T05:14:43,2018-06-13T18:38:30,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-14,34,26,30.5,42.7,26,36.5,24.9,72.4,1.8,100,20.83,rain,,,,16.6,40,999.1,66.6,9.5,268.6,23.1,9,,2018-06-14T05:14:50,2018-06-14T18:38:48,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-15,31.5,23,27.3,37.2,23,29.8,23.6,81.7,20.591,100,8.33,rain,,,,13.9,322.3,1001.7,78,10,145.9,12.4,5,,2018-06-15T05:14:57,2018-06-15T18:39:06,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-16,31.5,25.7,28.3,37.8,25.7,32,24.7,81.7,0.293,100,4.17,rain,,,,13.9,354.3,1002.4,74.5,8.5,213.7,18.4,7,,2018-06-16T05:15:05,2018-06-16T18:39:23,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-17,30.5,25.5,28.1,36.7,25.5,32.1,25.4,86.1,2.194,100,12.5,rain,,,,15.9,110.5,1001.8,70.1,8.2,139.1,12.1,4,,2018-06-17T05:15:14,2018-06-17T18:39:39,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-18,34,27,30,44.4,31.2,37.6,26.5,82.8,2.2,100,41.67,rain,,,,23.2,120.5,999.9,56.6,8.7,206.1,17.7,6,,2018-06-18T05:15:24,2018-06-18T18:39:55,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-19,36.2,28,31.1,45.8,33.5,39.6,26.6,78.9,28.595,100,4.17,rain,,,,20.3,119.9,1000.4,59.4,11,132.4,11.4,4,,2018-06-19T05:15:35,2018-06-19T18:40:10,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-20,36.6,25,30.9,48.1,25,38.9,26.7,80.8,2.245,100,8.33,rain,,,,25,115.2,1002.4,41,10.8,156.5,13.6,5,,2018-06-20T05:15:46,2018-06-20T18:40:24,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-21,36.4,27,31.5,47.2,31.8,39.3,26.2,75.7,0.098,100,4.17,rain,,,,12.1,131.4,1002,46.3,9.6,178.6,15.4,7,,2018-06-21T05:15:59,2018-06-21T18:40:38,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-22,37.2,29,33,46.1,37.4,41.3,25.6,66.6,0,0,0,,,,,13,195.8,1000.7,46.3,10.2,183.1,15.9,6,,2018-06-22T05:16:12,2018-06-22T18:40:50,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-23,35.6,30,32.7,43.3,34.6,39.7,24.6,62.9,0.5,100,20.83,rain,,,,12.1,197.4,999.9,66.6,10.3,180.2,15.4,6,,2018-06-23T05:16:26,2018-06-23T18:41:02,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-24,33,28.5,30.7,41,33.6,37.5,25.2,72.8,0.098,100,4.17,rain,,,,16.6,133,1001,62.4,9.3,137.6,11.9,4,,2018-06-24T05:16:40,2018-06-24T18:41:13,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-25,32,24,28.8,38.5,24,33.4,24.8,80.4,3,100,54.17,rain,,,,19.4,118.8,1002.5,74.3,9.9,110.1,9.5,4,,2018-06-25T05:16:55,2018-06-25T18:41:23,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-26,31,26,28.2,39.1,26,32.9,25.9,88,0.196,100,8.33,rain,,,,15.7,94.9,1005.8,60.8,9.5,99.4,8.7,3,,2018-06-26T05:17:11,2018-06-26T18:41:32,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-27,27.9,25,26,33,25,27.2,25.3,96.2,19.519,100,8.33,rain,,,,12.1,94,1008.1,71.6,8.9,144.1,12.4,5,,2018-06-27T05:17:27,2018-06-27T18:41:40,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-28,34,26,29.8,40.6,26,33.8,24.5,75.1,0.7,100,20.83,rain,,,,13,142.2,1005.6,43,8.4,238.1,20.6,7,,2018-06-28T05:17:44,2018-06-28T18:41:48,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-29,36,27,31.5,44.1,31.2,38,24.9,69.6,0,0,0,,,,,17.5,123.7,1001.3,50.6,11.2,206.7,17.8,7,,2018-06-29T05:18:02,2018-06-29T18:41:54,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-06-30,36.7,28,32.4,46.1,34.5,40.2,25.6,69.5,0,0,0,,,,,16.6,110.5,999.9,59.1,11.9,192.6,16.6,6,,2018-06-30T05:18:20,2018-06-30T18:41:59,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-01,37.5,28,33.1,47.6,34.5,41.9,26.1,68.5,0,0,0,,,,,15.7,131.6,999.6,71.7,11.7,168.4,14.6,6,,2018-07-01T05:18:39,2018-07-01T18:42:04,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-02,38.3,29,33.7,48.1,37.7,41.8,25.3,63.7,0,0,0,,,,,20.3,205.4,997.9,58.4,11.4,170.1,14.5,5,,2018-07-02T05:18:58,2018-07-02T18:42:07,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-03,39.1,31,34.5,47.3,35.5,41.3,24,55.2,0,0,0,,,,,20.5,229.2,996.8,76.3,11.5,112.4,9.5,4,,2018-07-03T05:19:18,2018-07-03T18:42:09,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-04,38.8,30.5,34.7,48.8,33.9,41.1,23.6,53,0,0,0,,,,,15.7,229.8,996.4,64.9,12.2,154.8,13.4,5,,2018-07-04T05:19:38,2018-07-04T18:42:11,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-05,39,30,34.4,49.5,38.1,43.2,25.5,61.2,0,0,0,,,,,18.4,128.4,996.6,39.9,11.6,214.4,18.5,7,,2018-07-05T05:19:58,2018-07-05T18:42:11,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-06,37.5,29,33.3,49.2,35.1,42.2,25.9,66.5,0.9,100,12.5,rain,,,,22.1,91.5,997.6,75.5,10.9,148.6,12.6,5,,2018-07-06T05:20:19,2018-07-06T18:42:10,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-07,34,26,29.8,44.4,26,36.5,26.1,81.5,0.098,100,4.17,rain,,,,14.4,59.8,999.5,72.5,9.8,107.3,9,4,,2018-07-07T05:20:41,2018-07-07T18:42:08,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-08,31,27,28.8,39,31.5,35.4,26.4,87.2,0.122,100,4.17,rain,,,,16.6,104.3,1001.2,64.1,8.7,101.4,8.8,3,,2018-07-08T05:21:02,2018-07-08T18:42:05,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-09,32,26,29,39.8,26,34.9,25.8,83.7,0.557,100,12.5,rain,,,,19.4,93.2,1003.3,63.3,9.4,231.4,20,7,,2018-07-09T05:21:24,2018-07-09T18:42:01,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-10,33,25.5,28.9,39.3,25.5,33.2,25.3,82.3,26.543,100,8.33,rain,,,,16.7,146.9,1004.1,71,9.7,199,17.2,7,,2018-07-10T05:21:46,2018-07-10T18:41:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-11,34.5,26,30.2,40.9,26,34.6,24.7,74.7,0.553,100,8.33,rain,,,,9.4,281.5,1002.1,53.7,9.7,203.9,17.5,6,,2018-07-11T05:22:09,2018-07-11T18:41:50,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-12,36,27,31.6,43.9,31.5,38.3,25.2,70.9,0.6,100,12.5,rain,,,,15.7,357.1,1000.6,43.3,10,290.4,24.9,10,,2018-07-12T05:22:31,2018-07-12T18:41:43,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-13,31.5,26,29,39.9,26,34.3,25.4,81.2,1.132,100,12.5,rain,,,,15,329.4,1001.2,75.5,9.3,163.8,14,6,,2018-07-13T05:22:54,2018-07-13T18:41:34,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-14,31,25.8,27.8,38.4,25.8,31.9,25.9,90.3,33.668,100,12.5,rain,,,,15.7,321.5,1001.2,77,8.5,98.3,8.5,3,,2018-07-14T05:23:17,2018-07-14T18:41:25,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-15,30,25.8,26.9,35.1,25.8,29.6,25.9,94.5,28.39,100,33.33,rain,,,,13.9,315.8,1001.5,89,9.1,134.5,11.7,5,,2018-07-15T05:23:41,2018-07-15T18:41:14,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-16,32,26,29,38.5,26,33.1,24.7,79,22.521,100,33.33,rain,,,,20.5,3.2,1001.3,87.7,9.6,124.1,10.7,4,,2018-07-16T05:24:04,2018-07-16T18:41:02,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-17,31,26.2,28.2,36.5,26.2,32.5,24.5,80.7,37.081,100,25,rain,,,,15.7,339.5,1002,80.7,9.4,147.9,12.9,5,,2018-07-17T05:24:27,2018-07-17T18:40:49,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-18,32,26,28,40.7,26,32.4,25.8,88.5,10.816,100,12.5,rain,,,,13.9,322.6,1000.8,54.7,9,98.3,8.5,4,,2018-07-18T05:24:51,2018-07-18T18:40:35,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
Hanoi,2018-07-19,28.5,26,27,35.7,26,30.4,26.3,95.9,32.264,100,16.67,rain,,,,25,51.9,1001.8,87.7,9.5,77.4,6.6,2,,2018-07-19T05:25:14,2018-07-19T18:40:20,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"48820099999,48823099999,48825099999,48831099999,VVNB"
