datetime,temp,tempmax,tempmin,humidity,precip,windspeed,solarradiation,solarenergy
2017-10-17,21.6,23.5,20.0,71.6,0.108,17.5,166.5,14.5
2017-10-18,20.9,22.6,19.0,87.3,0.795,13.0,148.8,12.8
2017-10-19,23.6,26.0,21.0,82.7,0.6,12.1,198.6,17.2
2017-10-20,25.9,29.5,23.0,72.9,0.0,11.2,224.0,19.3
2017-10-21,25.4,28.2,23.5,71.6,0.002,15.7,187.5,16.3
2017-10-22,24.6,27.4,23.0,64.0,0.0,13.0,227.1,19.7
2017-10-23,24.0,25.5,22.5,61.2,0.048,17.5,226.5,19.5
2017-10-24,23.8,26.7,22.0,62.3,0.3,12.1,218.5,18.9
2017-10-25,24.9,28.7,21.4,65.5,0.0,9.4,203.7,17.5
2017-10-26,25.4,28.0,23.5,73.9,0.098,6.5,214.9,18.5
2017-10-27,25.9,31.0,22.0,77.3,0.0,8.5,206.2,17.8
2017-10-28,26.7,30.0,24.0,81.4,0.0,10.3,221.5,19.3
2017-10-29,25.9,30.0,22.0,71.4,0.0,14.8,223.0,19.4
2017-10-30,23.2,27.1,20.0,61.1,0.0,25.0,230.2,20.0
2017-10-31,22.2,27.0,17.5,61.6,0.0,12.1,206.8,17.9
2017-11-01,22.3,28.0,17.0,68.0,0.0,8.5,231.2,20.0
2017-11-02,23.4,29.0,18.5,68.6,0.0,13.0,225.6,19.6
2017-11-03,24.6,29.7,19.5,63.0,0.0,20.3,220.1,19.1
2017-11-04,25.0,29.0,21.5,47.6,0.0,22.3,209.6,18.1
2017-11-05,22.5,24.4,21.0,59.3,0.196,13.9,100.4,8.6
2017-11-06,22.7,25.7,20.0,60.2,0.0,11.2,161.1,13.9
2017-11-07,22.0,24.8,19.8,69.8,0.017,19.4,107.3,9.2
2017-11-08,24.1,28.0,20.8,70.4,1.971,14.8,156.0,13.6
2017-11-09,21.9,23.0,21.0,89.6,2.633,8.3,142.8,12.2
2017-11-10,24.7,27.5,22.0,82.6,0.195,7.4,207.2,18.0
2017-11-11,25.6,30.0,22.0,79.5,0.0,9.9,199.6,17.3
2017-11-12,25.1,28.1,22.0,83.5,0.098,16.6,201.2,17.2
2017-11-13,25.9,30.5,22.0,78.7,0.0,15.7,209.4,18.3
2017-11-14,26.2,30.4,23.0,78.3,0.0,15.7,196.8,17.0
2017-11-15,25.9,29.5,23.5,80.2,0.007,17.5,151.7,13.0
2017-11-16,26.3,30.2,24.0,84.4,0.202,16.6,210.8,18.3
2017-11-17,27.7,33.0,24.0,79.7,0.1,20.5,217.5,18.9
2017-11-18,25.4,28.5,22.0,77.8,0.338,26.8,150.0,12.9
2017-11-19,20.3,22.3,19.0,74.3,2.857,17.5,152.3,12.9
2017-11-20,19.4,21.0,18.0,69.0,0.9,22.3,126.1,10.9
2017-11-21,18.3,20.1,16.0,66.2,0.3,15.7,146.1,12.6
2017-11-22,18.2,19.5,16.8,66.3,0.1,20.3,125.3,10.8
2017-11-23,17.5,19.0,15.0,55.7,0.2,23.2,176.9,15.1
2017-11-24,15.4,17.5,13.0,56.3,0.4,22.3,150.4,12.9
2017-11-25,15.1,17.3,14.0,63.7,0.2,21.4,106.9,9.2
2017-11-26,17.4,21.5,14.0,68.0,0.0,10.5,209.9,18.0
2017-11-27,18.7,21.5,16.0,68.5,0.0,9.4,214.2,18.6
2017-11-28,21.8,26.0,17.8,67.0,0.0,9.4,182.4,15.8
2017-11-29,22.5,25.5,20.0,73.6,0.122,8.5,145.8,12.5
2017-11-30,23.8,28.0,20.0,77.9,0.072,11.2,179.4,15.4
2017-12-01,21.8,23.0,21.0,68.7,0.196,22.3,135.8,11.7
2017-12-02,20.7,23.0,19.0,67.8,0.0,13.0,180.7,15.6
2017-12-03,20.5,24.0,18.0,74.1,0.0,10.3,157.2,13.5
2017-12-04,21.3,25.2,18.0,67.2,0.0,17.5,201.4,17.4
2017-12-05,20.1,24.0,16.0,59.5,0.0,18.4,198.5,17.1
2017-12-06,19.8,23.5,15.0,68.1,0.0,13.0,187.3,16.1
2017-12-07,19.8,21.0,19.0,83.4,0.098,11.2,137.7,11.9
2017-12-08,18.7,21.0,17.0,75.4,1.952,16.6,82.4,7.0
2017-12-09,17.5,19.5,16.0,65.6,0.0,16.6,168.8,14.6
2017-12-10,17.3,18.0,16.7,76.8,0.107,11.2,126.8,10.9
2017-12-11,17.3,18.5,16.5,73.1,0.395,11.2,143.9,12.4
2017-12-12,15.3,17.0,15.0,89.6,0.519,12.1,109.7,9.5
2017-12-13,15.7,16.6,15.0,93.3,0.395,9.4,133.0,11.6
2017-12-14,16.4,17.1,15.5,87.8,0.298,14.8,122.7,10.5
2017-12-15,16.7,19.0,15.0,79.7,0.105,15.7,130.7,11.2
2017-12-16,17.7,21.5,14.0,59.4,0.2,23.2,168.3,14.6
2017-12-17,15.3,19.5,12.0,51.0,0.0,21.2,198.8,17.2
2017-12-18,14.7,19.0,10.9,51.4,0.0,19.4,205.9,17.7
2017-12-19,15.6,20.0,11.5,44.1,0.0,22.3,202.7,17.4
2017-12-20,15.3,20.5,10.5,44.6,0.0,22.3,214.7,18.6
2017-12-21,16.8,22.0,12.0,51.1,0.0,13.0,181.7,15.7
2017-12-22,17.0,21.0,15.0,58.6,0.0,13.0,174.8,15.0
2017-12-23,16.8,19.0,14.5,69.5,0.0,11.2,163.6,14.1
2017-12-24,18.8,24.0,15.0,67.0,0.0,17.5,185.0,16.1
2017-12-25,17.5,23.5,11.5,58.3,0.0,13.9,175.0,15.1
2017-12-26,17.1,22.5,10.5,64.7,0.6,7.6,159.4,13.6
2017-12-27,15.2,17.0,14.0,89.0,16.976,12.1,74.7,6.3
2017-12-28,16.0,18.2,14.0,89.5,19.856,8.5,119.5,10.1
2017-12-29,17.7,19.2,16.0,88.4,0.1,9.4,121.6,10.5
2017-12-30,18.1,20.0,17.0,87.0,2.657,17.5,78.6,6.9
2017-12-31,17.6,19.4,16.4,63.7,0.002,14.8,136.7,11.7
2018-01-01,17.4,19.4,14.8,76.5,0.0,10.3,141.7,12.3
2018-01-02,17.5,18.5,17.0,91.4,0.1,9.4,178.5,15.4
2018-01-03,19.4,22.0,17.0,91.3,0.893,12.1,150.5,13.0
2018-01-04,19.6,20.9,18.0,94.5,0.492,8.3,144.7,12.3
2018-01-05,20.5,21.5,19.8,93.7,0.684,14.8,157.1,13.5
2018-01-06,20.3,22.0,19.0,91.7,0.002,16.6,148.7,12.9
2018-01-07,20.4,22.0,19.0,92.9,0.196,15.7,180.5,15.6
2018-01-08,17.5,21.8,12.0,82.2,0.491,36.2,97.1,8.3
2018-01-09,11.9,14.0,9.5,66.7,3.036,25.9,153.9,13.3
2018-01-10,13.9,16.0,12.0,55.7,0.1,13.0,124.1,10.7
2018-01-11,14.6,17.1,12.0,57.2,0.0,15.7,152.1,13.2
2018-01-12,15.3,18.5,13.0,51.4,0.0,14.8,215.4,18.5
2018-01-13,15.5,18.0,13.0,58.4,0.0,12.1,160.1,13.7
2018-01-14,15.7,18.0,14.0,69.8,0.0,10.3,162.9,13.9
2018-01-15,17.1,19.1,15.0,76.8,0.0,13.0,161.6,13.8
2018-01-16,17.6,19.0,16.0,92.3,0.198,9.4,170.5,14.6
2018-01-17,19.5,22.1,17.7,83.3,0.195,15.7,168.2,14.4
2018-01-18,19.4,22.0,17.0,82.2,0.0,14.8,188.8,16.2
2018-01-19,21.8,26.5,18.5,70.1,0.0,12.1,215.0,18.5
2018-01-20,19.9,21.4,17.5,88.9,0.0,14.8,159.4,13.6
2018-01-21,20.7,23.5,19.0,88.0,0.0,13.0,201.6,17.3
2018-01-22,21.4,25.0,20.0,84.4,1.073,20.5,177.7,15.2
2018-01-23,21.4,26.0,19.0,82.9,0.098,17.5,204.3,17.7
2018-01-24,21.6,25.0,19.0,85.6,0.0,24.1,210.4,18.2
2018-01-25,23.2,27.5,21.0,82.4,0.0,25.0,208.8,18.0
2018-01-26,21.3,23.0,19.0,84.9,0.098,22.3,143.5,12.4
2018-01-27,17.9,19.0,16.0,93.3,1.091,23.2,106.9,9.2
2018-01-28,14.5,17.6,12.0,89.7,4.536,25.0,120.4,10.3
2018-01-29,12.2,14.5,11.0,59.9,0.314,20.5,205.6,17.7
2018-01-30,11.3,13.0,9.9,61.2,0.0,19.4,187.6,16.0
2018-01-31,11.8,14.3,9.5,64.6,0.098,18.4,133.0,11.2
2018-02-01,13.9,17.0,11.0,50.8,0.0,12.1,220.4,19.1
2018-02-02,13.8,15.1,13.0,54.9,0.0,16.6,168.5,14.5
2018-02-03,14.2,17.0,12.0,48.1,0.0,17.5,219.9,19.0
2018-02-04,13.8,15.9,12.0,48.3,0.0,19.4,228.4,19.9
2018-02-05,12.7,14.9,11.0,50.9,0.0,17.5,197.5,17.3
2018-02-06,13.3,15.5,10.0,45.0,0.0,10.3,235.7,20.4
2018-02-07,13.8,15.4,12.0,47.9,0.0,13.9,201.6,17.4
2018-02-08,14.7,17.7,12.8,42.5,0.0,12.1,209.3,18.1
2018-02-09,15.2,19.8,10.5,66.3,0.0,13.9,206.1,17.7
2018-02-10,16.8,18.5,15.5,83.1,0.098,13.9,161.3,14.1
2018-02-11,15.7,16.5,15.0,67.3,0.363,19.4,154.9,13.6
2018-02-12,14.3,15.1,13.0,71.1,0.098,14.8,106.9,9.2
2018-02-13,15.9,19.1,14.0,63.8,0.3,9.4,126.6,10.9
2018-02-14,17.7,22.1,14.0,77.3,0.0,18.4,234.7,20.3
2018-02-15,19.7,22.0,17.0,80.9,0.0,16.6,249.2,21.4
2018-02-16,20.7,24.0,19.0,84.4,0.212,10.3,241.2,20.7
2018-02-17,21.3,24.0,19.0,81.0,0.0,17.5,216.1,18.9
2018-02-18,20.4,23.0,18.0,84.1,0.0,16.6,192.2,16.8
2018-02-19,21.6,24.0,19.8,88.6,0.295,15.7,203.1,17.7
2018-02-20,22.6,25.1,20.4,87.1,0.783,17.5,196.6,17.1
2018-02-21,22.7,24.1,21.1,88.9,0.879,18.4,163.4,14.1
2018-02-22,18.5,22.1,15.8,85.4,2.169,24.1,129.8,11.1
2018-02-23,15.8,18.0,14.5,68.4,0.487,22.3,114.3,10.0
2018-02-24,16.8,18.0,15.0,83.3,0.098,9.4,203.2,17.5
2018-02-25,18.4,20.0,17.0,87.5,0.885,11.2,172.8,14.9
2018-02-26,19.2,21.0,17.8,84.0,0.536,13.9,158.2,13.6
2018-02-27,19.8,23.0,18.0,89.3,0.196,18.5,226.5,19.5
2018-02-28,22.2,25.5,19.8,83.6,0.1,17.5,250.3,21.7
2018-03-01,23.2,27.1,20.8,82.6,0.098,23.2,258.1,22.4
2018-03-02,23.1,26.0,21.0,89.2,0.1,19.4,262.6,22.8
2018-03-03,24.1,27.6,22.0,87.5,0.196,21.4,253.9,21.8
2018-03-04,25.2,29.7,23.0,84.6,0.0,17.5,270.0,23.2
2018-03-05,25.7,30.0,23.0,77.8,0.0,19.4,265.8,23.2
2018-03-06,25.3,28.0,23.5,77.9,0.002,21.3,242.3,21.1
2018-03-07,24.7,27.5,22.8,86.0,0.205,21.4,223.6,19.2
2018-03-08,19.3,22.1,16.0,63.5,4.275,33.5,183.5,15.9
2018-03-09,19.3,23.5,15.5,54.8,0.0,20.5,273.1,23.7
2018-03-10,18.4,23.0,14.0,60.8,0.0,20.5,266.2,22.9
2018-03-11,18.8,23.0,14.5,71.5,0.0,13.9,205.0,17.7
2018-03-12,18.8,20.7,17.0,85.6,0.196,13.9,211.9,18.4
2018-03-13,19.8,23.0,17.8,87.3,0.307,18.4,178.8,15.3
2018-03-14,21.5,25.0,19.0,84.9,0.098,19.4,238.0,20.5
2018-03-15,23.2,27.3,20.0,79.6,0.0,21.4,214.5,18.4
2018-03-16,22.7,25.1,21.0,85.5,0.0,19.4,230.4,19.8
2018-03-17,23.6,27.5,21.0,86.4,0.117,24.1,228.1,19.5
2018-03-18,22.7,23.4,20.8,93.4,19.857,21.3,212.7,18.4
2018-03-19,24.6,28.0,22.0,84.6,11.024,16.6,207.8,18.1
2018-03-20,22.7,26.7,19.0,66.9,0.2,24.1,272.5,23.3
2018-03-21,20.7,24.0,18.0,63.2,0.0,18.5,195.8,17.0
2018-03-22,20.3,24.1,17.0,63.8,0.0,12.1,249.2,21.5
2018-03-23,21.1,25.0,17.0,68.3,0.0,17.5,243.3,21.1
2018-03-24,21.8,24.7,19.7,73.8,0.0,14.8,224.6,19.5
2018-03-25,21.9,23.8,20.7,78.7,0.1,10.3,188.4,16.4
2018-03-26,22.8,25.1,20.8,81.7,0.0,14.8,217.6,19.0
2018-03-27,23.3,26.0,21.0,76.9,0.0,14.8,165.5,14.2
2018-03-28,23.6,27.1,21.0,77.7,0.5,20.5,245.2,21.0
2018-03-29,24.3,27.7,22.0,78.9,0.0,17.5,237.5,20.5
2018-03-30,24.5,27.0,22.9,78.5,1.0,15.7,213.4,18.5
2018-03-31,24.4,28.0,21.0,78.5,0.4,14.8,246.3,21.3
2018-04-01,24.7,28.0,22.0,76.1,0.0,14.8,265.6,22.7
2018-04-02,24.9,30.0,21.0,75.8,0.0,19.4,223.3,19.2
2018-04-03,24.7,28.0,22.0,75.9,0.0,20.5,220.9,19.0
2018-04-04,24.7,28.1,21.5,77.4,1.9,22.3,214.5,18.7
2018-04-05,24.9,28.0,22.0,76.0,0.098,18.4,263.8,22.7
2018-04-06,21.4,24.0,19.0,74.2,12.314,31.5,92.4,7.9
2018-04-07,19.7,22.0,16.0,49.1,0.024,21.4,139.6,11.9
2018-04-08,19.7,25.0,14.0,60.9,0.0,17.6,279.7,24.1
2018-04-09,21.2,27.0,15.5,66.4,0.0,21.4,300.6,25.9
2018-04-10,22.4,26.0,19.0,77.3,0.0,21.4,270.7,23.4
2018-04-11,24.1,27.4,22.0,86.3,0.198,18.4,257.1,22.1
2018-04-12,25.0,27.0,23.5,88.3,0.196,16.6,232.9,20.1
2018-04-13,25.2,26.3,24.0,92.3,0.098,13.0,224.9,19.5
2018-04-14,25.3,27.5,24.0,91.6,0.195,14.8,127.2,10.9
2018-04-15,21.7,24.5,19.5,74.3,13.626,21.4,116.1,10.1
2018-04-16,20.7,24.0,18.0,81.7,2.935,16.6,121.8,10.4
2018-04-17,22.7,26.5,20.0,76.7,0.0,14.8,203.9,17.6
2018-04-18,23.1,27.8,19.0,72.3,0.0,15.7,253.4,21.9
2018-04-19,23.8,27.5,20.5,80.1,0.1,14.8,269.6,23.2
2018-04-20,25.8,31.0,22.8,79.5,0.0,21.4,288.9,24.8
2018-04-21,26.9,31.0,24.0,81.6,0.0,27.7,295.9,25.5
2018-04-22,26.8,30.0,25.0,82.8,0.0,22.3,295.5,25.4
2018-04-23,27.0,30.5,25.0,84.5,0.0,20.3,284.8,24.7
2018-04-24,27.2,29.0,25.7,83.1,0.195,13.9,253.6,21.9
2018-04-25,24.0,27.0,22.0,93.2,49.451,16.6,132.4,11.5
2018-04-26,25.2,28.3,23.0,83.5,0.002,14.8,181.7,15.7
2018-04-27,23.5,25.0,22.0,85.6,76.412,13.9,103.8,8.9
2018-04-28,24.4,26.3,23.0,89.4,0.781,8.5,210.6,18.2
2018-04-29,25.3,28.0,23.8,87.5,0.098,13.9,188.6,16.2
2018-04-30,27.2,32.0,23.0,80.0,0.024,19.4,208.6,18.2
2018-05-01,28.4,33.0,25.0,80.5,1.2,17.5,297.5,25.7
2018-05-02,26.1,29.2,23.5,92.8,0.098,16.6,112.2,9.7
2018-05-03,26.2,28.8,24.0,85.4,4.266,11.2,200.4,17.1
2018-05-04,27.8,32.0,25.0,79.9,0.683,20.3,283.2,24.5
2018-05-05,27.8,31.5,25.5,84.3,2.144,22.3,152.7,13.2
2018-05-06,29.2,33.5,26.5,81.5,0.024,24.1,256.2,22.2
2018-05-07,31.3,36.7,26.9,73.6,0.3,15.7,295.3,25.4
2018-05-08,30.5,34.8,27.0,75.4,0.005,21.4,299.3,26.0
2018-05-09,29.7,33.5,27.0,77.0,5.0,25.0,132.2,11.3
2018-05-10,27.6,31.5,24.0,79.3,0.943,22.3,137.1,11.9
2018-05-11,27.8,31.8,24.0,84.2,4.88,27.7,89.8,7.7
2018-05-12,27.0,32.0,23.5,83.1,3.0,22.3,213.9,18.4
2018-05-13,26.6,31.0,23.0,85.7,106.533,17.6,182.4,15.9
2018-05-14,28.9,34.0,25.0,79.5,2.928,24.1,265.5,22.8
2018-05-15,29.4,35.5,24.0,75.9,0.024,24.1,291.1,25.4
2018-05-16,30.4,35.0,27.0,77.8,0.0,25.0,284.0,24.5
2018-05-17,30.6,36.0,27.0,75.6,0.005,22.1,262.3,22.7
2018-05-18,29.6,36.0,24.2,77.6,0.3,25.9,206.2,17.8
2018-05-19,28.6,34.5,24.0,79.1,3.923,19.4,257.4,22.1
2018-05-20,29.9,34.5,26.0,77.8,19.519,26.8,190.5,16.4
2018-05-21,29.2,33.1,26.2,79.4,1.5,23.2,165.8,14.3
2018-05-22,29.7,33.5,26.0,74.0,2.9,18.5,149.2,12.9
2018-05-23,30.0,34.5,26.0,72.5,1.5,16.6,237.9,20.4
2018-05-24,30.2,34.5,26.0,76.1,0.4,25.9,209.9,17.9
2018-05-25,31.5,36.0,28.0,70.6,0.5,23.2,182.3,15.7
2018-05-26,31.3,36.0,27.0,71.0,0.9,22.3,195.9,16.8
2018-05-27,28.5,34.0,24.0,78.6,52.181,19.4,118.5,10.2
2018-05-28,25.5,27.1,24.0,85.7,21.505,12.1,219.2,18.8
2018-05-29,28.2,33.0,25.0,82.5,3.5,20.3,198.5,17.1
2018-05-30,29.6,33.5,26.0,79.8,24.497,19.4,208.7,18.0
2018-05-31,29.6,33.5,26.0,81.4,0.098,16.6,134.3,11.6
2018-06-01,27.0,31.9,24.8,93.8,15.713,20.5,134.0,11.6
2018-06-02,27.9,33.0,25.0,84.5,6.8,19.5,175.4,15.0
2018-06-03,29.3,33.5,25.8,80.4,1.952,18.3,165.8,14.3
2018-06-04,29.5,33.4,26.0,79.8,0.981,20.3,156.0,13.4
2018-06-05,28.4,32.4,25.8,73.0,12.688,14.0,171.9,14.8
2018-06-06,30.6,35.6,25.0,69.0,0.1,11.5,299.0,25.8
2018-06-07,31.5,36.1,27.5,67.8,0.1,13.9,290.8,25.3
2018-06-08,31.7,36.8,27.0,64.1,1.1,11.2,308.4,26.7
2018-06-09,29.7,34.0,26.7,82.5,18.255,19.6,199.4,17.2
2018-06-10,30.2,35.0,26.0,80.1,2.267,25.9,91.4,7.7
2018-06-11,29.1,34.4,25.5,84.3,32.815,21.8,267.7,23.3
2018-06-12,30.6,35.0,26.0,76.8,7.925,25.0,275.2,23.8
2018-06-13,31.8,35.5,29.0,64.3,0.098,20.5,228.1,19.9
2018-06-14,30.5,34.0,26.0,72.4,1.8,16.6,268.6,23.1
2018-06-15,27.3,31.5,23.0,81.7,20.591,13.9,145.9,12.4
2018-06-16,28.3,31.5,25.7,81.7,0.293,13.9,213.7,18.4
2018-06-17,28.1,30.5,25.5,86.1,2.194,15.9,139.1,12.1
2018-06-18,30.0,34.0,27.0,82.8,2.2,23.2,206.1,17.7
2018-06-19,31.1,36.2,28.0,78.9,28.595,20.3,132.4,11.4
2018-06-20,30.9,36.6,25.0,80.8,2.245,25.0,156.5,13.6
2018-06-21,31.5,36.4,27.0,75.7,0.098,12.1,178.6,15.4
2018-06-22,33.0,37.2,29.0,66.6,0.0,13.0,183.1,15.9
2018-06-23,32.7,35.6,30.0,62.9,0.5,12.1,180.2,15.4
2018-06-24,30.7,33.0,28.5,72.8,0.098,16.6,137.6,11.9
2018-06-25,28.8,32.0,24.0,80.4,3.0,19.4,110.1,9.5
2018-06-26,28.2,31.0,26.0,88.0,0.196,15.7,99.4,8.7
2018-06-27,26.0,27.9,25.0,96.2,19.519,12.1,144.1,12.4
2018-06-28,29.8,34.0,26.0,75.1,0.7,13.0,238.1,20.6
2018-06-29,31.5,36.0,27.0,69.6,0.0,17.5,206.7,17.8
2018-06-30,32.4,36.7,28.0,69.5,0.0,16.6,192.6,16.6
2018-07-01,33.1,37.5,28.0,68.5,0.0,15.7,168.4,14.6
2018-07-02,33.7,38.3,29.0,63.7,0.0,20.3,170.1,14.5
2018-07-03,34.5,39.1,31.0,55.2,0.0,20.5,112.4,9.5
2018-07-04,34.7,38.8,30.5,53.0,0.0,15.7,154.8,13.4
2018-07-05,34.4,39.0,30.0,61.2,0.0,18.4,214.4,18.5
2018-07-06,33.3,37.5,29.0,66.5,0.9,22.1,148.6,12.6
2018-07-07,29.8,34.0,26.0,81.5,0.098,14.4,107.3,9.0
2018-07-08,28.8,31.0,27.0,87.2,0.122,16.6,101.4,8.8
2018-07-09,29.0,32.0,26.0,83.7,0.557,19.4,231.4,20.0
2018-07-10,28.9,33.0,25.5,82.3,26.543,16.7,199.0,17.2
2018-07-11,30.2,34.5,26.0,74.7,0.553,9.4,203.9,17.5
2018-07-12,31.6,36.0,27.0,70.9,0.6,15.7,290.4,24.9
2018-07-13,29.0,31.5,26.0,81.2,1.132,15.0,163.8,14.0
2018-07-14,27.8,31.0,25.8,90.3,33.668,15.7,98.3,8.5
2018-07-15,26.9,30.0,25.8,94.5,28.39,13.9,134.5,11.7
2018-07-16,29.0,32.0,26.0,79.0,22.521,20.5,124.1,10.7
2018-07-17,28.2,31.0,26.2,80.7,37.081,15.7,147.9,12.9
2018-07-18,28.0,32.0,26.0,88.5,10.816,13.9,98.3,8.5
2018-07-19,27.0,28.5,26.0,95.9,32.264,25.0,77.4,6.6
2018-07-20,27.0,30.4,25.0,96.3,10.76,16.6,109.1,9.4
2018-07-21,26.5,28.5,24.9,96.6,178.426,15.7,110.2,9.5
2018-07-22,30.0,34.5,26.2,73.7,1.971,15.7,198.0,16.9
2018-07-23,30.1,35.0,27.0,75.8,0.6,10.8,202.6,17.4
2018-07-24,30.0,34.5,27.0,76.0,1.5,13.0,207.1,17.9
2018-07-25,28.9,32.1,26.8,82.2,0.002,18.0,129.1,11.2
2018-07-26,27.8,31.3,25.9,88.3,13.625,16.6,89.2,7.5
2018-07-27,26.7,30.5,25.5,96.5,44.278,13.3,153.2,13.2
2018-07-28,27.3,30.2,25.0,91.3,0.804,15.7,147.9,12.8
2018-07-29,27.7,31.0,25.8,87.8,9.194,16.6,196.6,16.9
2018-07-30,28.0,32.2,26.0,88.3,43.254,11.2,108.6,9.2
2018-07-31,27.8,32.4,25.0,89.9,84.102,23.2,153.7,13.2
2018-08-01,28.2,32.3,25.0,86.6,5.632,9.4,196.2,17.0
2018-08-02,28.1,31.1,25.7,90.2,3.649,14.8,138.5,11.9
2018-08-03,28.3,33.0,25.0,85.5,6.506,12.1,125.3,10.9
2018-08-04,27.2,29.9,25.0,94.8,3.168,13.0,120.7,10.4
2018-08-05,27.1,30.1,25.0,92.9,4.562,9.4,126.9,11.0
2018-08-06,29.0,33.0,25.5,82.7,0.1,17.5,155.5,13.3
2018-08-07,28.1,30.0,25.0,90.6,0.241,13.8,165.3,14.1
2018-08-08,29.1,33.0,26.8,84.8,0.048,11.2,267.7,23.2
2018-08-09,29.1,33.1,26.0,84.1,11.1,13.9,215.9,18.7
2018-08-10,30.0,34.7,26.5,81.6,0.4,14.0,191.8,16.5
2018-08-11,30.2,35.3,27.0,78.2,0.9,12.1,238.3,20.7
2018-08-12,29.0,35.0,25.8,82.7,56.891,15.7,148.1,12.7
2018-08-13,30.5,36.0,25.0,74.1,2.265,13.9,232.2,19.9
2018-08-14,30.9,34.5,27.0,78.4,2.6,17.5,119.5,10.4
2018-08-15,28.0,30.5,26.0,92.3,7.529,19.4,101.3,8.8
2018-08-16,27.3,30.0,26.0,96.1,16.581,20.3,75.9,6.6
2018-08-17,26.9,29.0,26.0,96.9,23.675,19.4,72.1,6.1
2018-08-18,27.3,30.5,25.8,92.2,6.155,15.7,122.3,10.4
2018-08-19,29.4,34.1,25.8,82.9,0.24,15.7,174.3,15.1
2018-08-20,30.9,35.5,27.0,79.8,0.9,11.2,139.0,11.9
2018-08-21,29.3,32.3,27.5,84.8,4.6,14.8,151.8,13.3
2018-08-22,30.0,35.1,27.1,81.6,0.63,14.8,167.8,14.6
2018-08-23,29.7,34.5,27.0,85.1,8.1,17.6,163.1,14.0
2018-08-24,29.5,34.5,25.0,83.3,0.098,28.8,146.4,12.8
2018-08-25,29.2,34.3,25.0,80.2,13.673,13.0,147.9,12.8
2018-08-26,29.7,34.0,27.0,76.6,2.4,13.0,127.4,11.0
2018-08-27,28.9,35.5,26.0,83.4,0.17,21.4,176.8,15.4
2018-08-28,26.1,27.0,25.0,98.6,59.671,14.8,85.7,7.5
2018-08-29,25.7,27.4,25.0,98.8,44.202,15.7,75.5,6.5
2018-08-30,26.3,28.5,25.0,98.9,75.116,18.4,113.9,9.9
2018-08-31,29.3,33.5,26.5,83.9,1.074,19.4,213.9,18.4
2018-09-01,30.0,34.4,27.0,83.7,0.098,20.5,94.5,8.1
2018-09-02,27.8,29.1,27.0,96.5,0.8,18.5,86.7,7.4
2018-09-03,26.2,28.0,23.8,95.9,72.044,17.6,95.7,8.1
2018-09-04,28.9,33.0,25.5,81.3,0.7,12.1,211.6,18.3
2018-09-05,30.4,35.0,27.0,79.3,0.8,13.6,226.5,19.4
2018-09-06,31.1,34.5,27.5,82.0,0.0,16.6,171.2,14.9
2018-09-07,29.7,34.0,28.0,80.5,6.5,26.8,194.2,16.9
2018-09-08,27.9,30.0,26.5,63.8,0.216,14.8,193.9,16.8
2018-09-09,27.8,30.5,26.0,62.7,0.01,13.0,242.0,20.9
2018-09-10,27.5,30.9,24.0,73.8,0.3,12.1,268.1,23.2
2018-09-11,28.1,31.3,25.0,80.0,2.3,12.1,282.3,24.4
2018-09-12,29.0,32.5,26.0,76.1,0.0,12.1,284.9,24.5
2018-09-13,29.6,33.0,27.0,70.7,0.1,13.0,280.1,24.1
2018-09-14,27.6,32.0,24.5,87.5,0.391,16.7,259.3,22.3
2018-09-15,29.1,34.1,25.0,80.0,0.4,14.8,283.4,24.4
2018-09-16,30.8,36.1,26.0,73.4,0.4,21.4,237.6,20.5
2018-09-17,27.4,30.6,25.0,78.4,7.3,18.4,211.5,18.3
2018-09-18,26.0,28.0,24.0,98.3,47.471,11.2,113.3,9.7
2018-09-19,26.3,30.1,23.0,91.4,26.904,14.8,155.1,13.3
2018-09-20,28.7,33.1,25.0,78.7,0.4,13.9,275.5,23.9
2018-09-21,29.0,33.5,25.0,74.8,0.0,13.0,275.6,23.6
2018-09-22,29.5,33.4,25.5,72.6,0.0,8.5,266.6,23.0
2018-09-23,29.4,33.5,25.0,74.6,0.0,10.3,276.1,24.1
2018-09-24,29.4,33.2,26.0,75.4,0.0,14.8,289.5,25.1
2018-09-25,29.4,34.0,26.0,78.3,0.2,17.2,281.6,24.2
2018-09-26,28.8,33.0,27.0,85.8,9.174,18.4,208.3,17.9
2018-09-27,26.5,27.5,25.8,97.2,78.965,16.7,84.6,7.4
2018-09-28,25.1,26.2,24.0,87.9,3.78,18.4,102.5,8.7
2018-09-29,26.9,30.2,23.5,73.3,0.005,17.6,269.7,23.4
2018-09-30,27.6,30.7,25.0,63.6,0.0,13.9,262.9,22.6
2018-10-01,27.3,31.6,23.0,65.8,0.0,13.9,265.5,22.8
2018-10-02,26.9,31.4,22.0,64.8,0.2,12.1,265.5,22.7
2018-10-03,27.0,31.1,22.0,62.8,0.0,8.5,260.9,22.7
2018-10-04,27.1,31.7,22.0,64.3,0.0,14.8,263.7,22.9
2018-10-05,26.8,32.0,21.5,65.0,0.0,9.4,264.5,23.0
2018-10-06,27.2,32.0,23.0,68.6,0.0,14.8,260.7,22.5
2018-10-07,27.7,32.0,24.0,63.7,0.0,14.8,247.7,21.3
2018-10-08,27.5,32.0,23.5,71.5,0.0,18.4,256.6,22.3
