temp,feelslike,dew,humidity,precip,precipprob,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk
18.5,18.5,15.5,82.68,0,0,0,0,39.2,23.2,45,1019,95,10,0,0,0,10
18.6,18.6,15.8,83.35,0,0,0,0,37.8,15.7,350,1019.7,91.9,10,0,0,0,10
19,19,13.5,70.43,0,0,0,0,35.3,23.2,35,1021,89,10,6,0,0,10
18.5,18.5,12,65.88,0,0,0,0,33.8,22.3,25,1022,89,10,14,0.1,0,10
17.7,17.7,13.6,76.72,0,0,0,0,31.3,12.4,36,1022.7,100,9.7,43,0.2,0,10
17.5,17.5,12,70.14,0,0,0,0,29.2,22.3,15,1022.5,100,10,58,0.2,1,10
18.5,18.5,12.5,68.07,0,0,0,0,27,17.5,15,1021.5,100,10,80,0.3,1,10
18.2,18.2,13.1,71.71,0,0,0,0,30.6,13.9,37,1020.7,90.2,10,106,0.4,1,10
20,20,12,60,0,0,0,0,27.7,16.6,10,1020,98.6,10,133,0.5,1,10
20.5,20.5,11.5,56.29,0,0,0,0,24.5,11.2,350,1019.5,100,10,58,0.2,1,10
20.2,20.2,11.5,57.16,0,0,0,0,24.1,7.9,30,1019.2,90,10,26,0.1,0,10
20,20,12,60,0,0,0,0,22.3,6.5,20,1019,96.1,10,19,0.1,0,10
19.1,19.1,13.1,68.19,0,0,0,0,19.8,5.4,360,1020,50,10,2,0,0,10
18.8,18.8,14.2,74.94,4.001,100,0,0,10.8,3.9,18,1020.1,91.5,10,0,0,0,10
19,19,14,72.76,0,0,0,0,7.2,5.6,85,1020.5,100,10,0,0,0,10
19,19,13,68.18,0,0,0,0,6.8,2.7,70.5,1021,100,10,0,0,0,10
18.8,18.8,14.4,75.83,0,0,0,0,5.8,3.5,360,1021,97.5,10,0,0,0,10
18,18,15,82.63,0,0,0,0,3.6,5.4,345,1020.5,75.1,10,0,0,0,10
18,18,14,77.46,0,0,0,0,5,1.8,340,1020,100,10,0,0,0,10
18.4,18.4,14.1,76.27,0,0,0,0,6.1,3.9,352,1019.6,100,10,0,0,0,10
18,18,14,77.46,0,0,0,0,6.1,5.6,60,1019,100,10,0,0,0,10
18,18,14,77.46,0,0,0,0,6.5,6.5,60,1019,100,10,0,0,0,10
18.1,18.1,14.1,77.51,0,0,0,0,6.5,0.9,40,1018.9,100,9.7,0,0,0,10
17.5,17.5,14,79.95,0,0,0,0,5.4,7.6,75,1019,100,10,0,0,0,10
17.5,17.5,13.5,77.38,0,0,0,0,4.7,6.5,65,1020,100,10,0,0,0,10
17.9,17.9,12.7,71.31,0,0,0,0,6.1,2.2,65,1020.4,98.3,10,2,0,0,10
18.5,18.5,12,65.87,0,0,0,0,8.3,10.3,55,1021,100,10,26,0.1,0,10
19,19,12,63.85,0,0,0,0,11.2,12.1,65,1022,100,10,108,0.4,1,10
19.9,19.9,13,64.71,0,0,0,0,13.3,10.5,138,1022,97.9,10,281,1,3,10
20,20,12,60,0,0,0,0,15.5,9.4,45,1021,95,10,220,0.8,2,10
20.5,20.5,13,62.11,0,0,0,0,16.9,9.4,90,1019.5,89,10,413,1.5,4,10
20.6,20.6,13.1,61.91,0,0,0,0,15.1,3.4,72,1018.6,96.2,10,661,2.4,7,10
21,21,13.5,62.24,0,0,0,0,19.1,10.3,95,1017.5,100,9,350,1.3,4,10
20,20,14,68.38,0,0,0,0,16.6,10.3,125,1017,95,8.5,284,1,3,10
20.4,20.4,13.7,65.63,0,0,0,0,17.3,9.5,137,1017.1,96.2,10,171,0.6,2,10
20,20,14,68.38,0,0,0,0,18,13.9,135,1017,100,8,83,0.3,1,10
20,20,14,68.38,0,0,0,0,22.3,9.4,130,1017.5,100,8,5,0,0,10
19.8,19.8,14.9,73.4,0,0,0,0,23,3,120,1018.1,100,9.3,0,0,0,10
20,20,15,72.94,0,0,0,0,20.2,10.3,130,1018,100,8,0,0,0,10
20,20,15,72.94,0,0,0,0,22.3,10.3,160,1018.5,100,8,0,0,0,10
19.7,19.7,16.1,79.51,0,0,0,0,21.6,3,154,1018.3,100,9.3,0,0,0,10
20,20,16,77.77,0,0,0,0,20.5,7.6,155,1018,100,7,0,0,0,10
20,20,16,77.77,0,0,0,0,19.8,7.6,170,1018,100,7,0,0,0,10
19.5,19.5,16.9,85.08,0,0,0,0,18,2.3,165,1017.9,100,9.1,0,0,0,10
19,19,17,88.19,0,0,0,0,16.9,10.3,150,1017,100,7,0,0,0,10
19,19,17,88.19,0,0,0,0,15.8,10.3,130,1017,100,5.5,0,0,0,10
18.9,18.9,17.2,89.88,0,0,0,0,14.4,3.6,95,1017.2,96.2,8.1,0,0,0,10
18,18,17,93.88,0.1,100,0,0,14.4,8.5,90,1018,95,4,0,0,0,10
18,18,17,93.88,0,0,0,0,12.2,4.5,70,1018,94,3,0,0,0,10
18.9,18.9,17.9,93.84,0,0,0,0,11.9,1.6,70,1018.6,97.9,3.3,2,0,0,10
19,19,17,88.19,0,0,0,0,10.8,5.4,105,1019,95,2,29,0.1,0,10
19.5,19.5,17,85.48,0.1,100,0,0,10.4,5.4,100,1020,95,3,68,0.2,1,10
20.4,20.4,17.7,84.51,0,0,0,0,9.7,1.7,2,1019.7,99.1,7.7,89,0.3,1,10
20.5,20.5,18,85.58,0.2,100,0,0,10.8,4.5,310,1019,95,3,113,0.4,1,10
21,21,18,82.99,0,0,0,0,12.2,2.7,310,1017.5,89,2.5,183,0.7,2,10
23,23,18,73.81,0,0,0,0,16.2,2.1,180,1016.3,82.8,7.7,287,1,3,10
23,23,18,73.46,0,0,0,0,19.8,5.4,157.2,1016,89,3,289,1,3,10
23,23,18,73.46,0,0,0,0,21.2,9.4,35,1015,89,3,231,0.8,2,10
24.3,24.3,18.1,68.24,0,0,0,0,22,3.6,43,1015.4,70.4,7.7,121,0.4,1,10
21.5,21.5,18,80.49,0,0,0,0,24.1,7.6,20,1016,89,2.5,49,0.2,0,10
20.5,20.5,18,85.59,0,0,0,0,24.8,3.6,40,1016,89,4,4,0,0,10
21,21,18.2,84.21,0,0,0,0,23.8,0.2,9,1017.1,95.1,7.9,0,0,0,10
21,21,18,82.99,0,0,0,0,22.3,4.5,190,1018,100,4,0,0,0,10
20.5,20.5,18,85.59,0,0,0,0,22.7,3.6,134.6,1018.5,89,4,0,0,0,10
20.7,20.7,19,89.81,0,0,0,0,22.7,4,200,1018.8,95.1,7.9,0,0,0,10
20,20,18.5,91.09,0,0,0,0,19.4,4.5,60,1018.5,95,4,0,0,0,10
21,21,19,88.35,0,0,0,0,19.8,10.3,110,1018,100,5.5,0,0,0,10
21,21,19.4,90.57,0,0,0,0,16.6,3,105,1018.8,99.7,8.4,0,0,0,10
20,20,19,93.97,0,0,0,0,12.2,6.5,50,1018,100,3.5,0,0,0,10
20,20,19,93.97,0.2,100,0,0,9,7.6,75,1018,89,3,0,0,0,10
20,20,18.9,93.27,0,0,0,0,13,1.9,75,1016.9,96.2,7.6,0,0,0,10
20,20,19,93.97,0.1,100,0,0,14.8,1.8,120.8,1018.5,89,3,0,0,0,10
20,20,19,93.97,0.2,100,0,0,20.9,5.6,160,1019,95,3,0,0,0,10
19.8,19.8,18.4,91.74,0,0,0,0,20.2,4.2,314,1019.8,95.6,7.1,1,0,0,10
20,20,19,93.97,0,0,0,0,20.5,6.5,230,1020.5,89,1.5,25,0.1,0,10
20.5,20.5,19,91.11,0,0,0,0,17.6,4.5,325,1021,89,2,56,0.2,1,10
21.6,21.6,19.4,87.12,0,0,0,0,11.9,3.6,177,1021.3,95.9,7.6,119,0.4,1,10
23,23,19.5,80.68,0,0,0,0,11.9,8.5,215,1020,89,3.5,170,0.6,2,10
24,24,18,69.16,0,0,0,0,12.6,6.5,240,1018.5,89,5,316,1.1,3,10
24.8,24.8,18.2,67.02,0,0,0,0,13.7,4.3,232,1017.6,82.9,8.4,593,2.1,6,10
25,25,17.5,63.12,0,0,0,0,13.3,4.5,200,1016.5,70,7,584,2.1,6,10
25.5,25.5,18,63.24,0,0,0,0,14,5.6,200,1016,89,7,210,0.8,2,10
25.1,25.1,16.8,60.24,0,0,0,0,19.4,5.1,217,1016.3,89.7,9.1,40,0.1,0,10
24.5,24.5,17.5,65.04,0,0,0,0,20.9,6.5,185,1016.5,89,6.5,20,0.1,0,10
24,24,18,69.16,0,0,0,0,25.2,8.5,175,1017,89,7,2,0,0,10
23.1,23.1,18.8,76.77,0,0,0,0,28.4,6.2,144,1017.9,82.5,9.5,0,0,0,10
22.5,22.5,19,80.62,0,0,0,0,28.1,9.4,160,1018.5,27.5,10,0,0,0,10
21.5,21.5,19,85.69,0,0,0,0,28.4,11.2,140,1019,0,9.5,0,0,0,10
21.3,21.3,19.2,88.14,0,0,0,0,26.3,5.9,147,1019.3,47.8,9.5,0,0,0,10
20.5,20.5,18,85.59,0,0,0,0,22.3,8.5,150,1019,0,9.5,0,0,0,10
20.5,20.5,18,85.59,0,0,0,0,20.2,5.4,115,1019,0,8,0,0,0,10
20.6,20.6,19.1,90.89,0,0,0,0,20.2,5.2,133,1019.2,70.9,8.6,0,0,0,10
19.5,19.5,18.5,93.95,0,0,0,0,19.1,6.5,105,1019,0,5,0,0,0,10
19.5,19.5,18,91.06,0,0,0,0,22.7,6.5,115,1018,90,4.5,0,0,0,10
20.1,20.1,18.9,92.86,0,0,0,0,24.5,6.5,144,1018.3,96.8,8.1,0,0,0,10
20,20,19,93.97,0,0,0,0,24.5,5.4,45,1019,94,4,0,0,0,10
19.5,19.5,18.5,93.95,0,0,0,0,23.8,6.5,70,1019,43.9,4,0,0,0,10
20.4,20.4,19.4,93.98,0,0,0,0,19.1,6.9,144,1019.9,96.2,7.2,5,0,0,10
21,21,19.5,91.14,0,0,0,0,23.4,7.4,85,1021,89,2.5,129,0.5,1,10
22.5,22.5,19,80.6,0,0,0,0,20.5,11.2,110,1021,89,5,333,1.2,3,10
24.1,24.1,18,69.06,0,0,0,0,19.1,12.1,137,1021.2,89.7,10,514,1.9,5,10
24,24,17.5,67.01,0,0,0,0,19.4,16.6,120,1019.5,89,10,574,2.1,6,10
24,24,17,64.93,0.1,100,0,0,19.8,13.9,125,1018.5,94,10,387,1.4,4,10
24.3,24.3,17.2,64.82,0,0,0,0,19.8,9.2,139,1017.3,89.7,10.2,292,1.1,3,10
25,25,17.5,63.13,0,0,0,0,19.8,14.8,165,1016,89,10,202,0.7,2,10
24.5,24.5,17.5,65.05,0,0,0,0,21.2,14.8,140,1016,88,10,108,0.4,1,10
24.3,24.3,17.5,65.45,0,0,0,0,25.6,9.8,160,1015.9,99.6,10.2,54,0.2,1,10
24,24,17.5,67.02,0,0,0,0,27,17.5,125,1016,36.4,10,68,0.2,1,10
23,23,17.5,71.19,0,0,0,0,31.3,14.8,135,1016,24.4,10,9,0,0,10
22.1,22.1,18.9,81.94,0,0,0,0,30.2,12.4,138,1016.5,1.9,10,0,0,0,10
22,22,19,83.11,0,0,0,0,32,12.1,150,1017,90,9.5,0,0,0,10
21,21,19,88.35,0,0,0,0,31,10.3,160,1017.5,89,9,0,0,0,10
21.3,21.3,19.1,86.77,0,0,0,0,28.8,5.9,141,1017.8,100,9.8,0,0,0,10
21,21,19,88.35,0.1,100,0,0,28.1,13.9,140,1018,100,8.5,0,0,0,10
21,21,18,82.99,0,0,0,0,27.7,14.8,130,1017,95,8.5,0,0,0,10
21.1,21.1,19.1,88.18,0,0,0,0,26.6,6.8,135,1017.1,96,9.1,0,0,0,10
20.5,20.5,18,85.59,0,0,0,0,25.2,13,110,1017,94,6.5,0,0,0,10
20,20,19,93.97,0.1,100,0,0,25.6,10.3,110,1016.5,49.9,6,0,0,0,10
20.4,20.4,19.4,93.59,0,0,0,0,24.5,5.9,124,1016.1,97.7,8.3,0,0,0,10
20,20,19,93.97,0,0,0,0,25.6,12.1,105,1016,94,5,0,0,0,10
20,20,19,93.97,0,0,0,0,26.6,10.3,105,1016.5,100,5,0,0,0,10
20.6,20.6,19.4,92.99,0,0,0,0,24.8,6.5,156,1017.1,96.2,7.5,4,0,0,10
21.5,21.5,19,85.68,0,0,0,0,23.4,13,135,1018,95,4.5,56,0.2,1,10
23,23,19,78.21,0.1,100,0,0,20.9,13,140,1018,89,5.5,188,0.7,2,10
22.8,22.8,19.6,81.98,0,0,0,0,18.7,9.8,133,1018.6,96,9.5,447,1.6,4,10
23.5,23.5,19.5,78.28,0.2,100,0,0,19.1,10.3,115,1017.5,89,7,334,1.2,3,10
24,24,19,73.63,0,0,0,0,18.4,10.3,130,1016.5,89,9.5,360,1.3,4,10
25,25,19.1,69.71,0,0,0,0,17.6,8.9,137,1015.1,89.5,10.2,335,1.2,3,10
26,26,19,65.36,0,0,0,0,17.6,13.9,145,1014,89,10,208,0.7,2,10
26,26,19,65.36,0.2,100,0,0,18.7,14.8,140,1013.5,89,10,177,0.6,2,10
25.5,25.5,19.3,68.3,0,0,0,0,21.2,11.2,160,1013.6,89.8,10.2,140,0.5,1,10
25,25,19,69.36,0,0,0,0,26.6,17.5,135,1014,70,10,34,0.1,0,10
24,24,19,73.63,0,0,0,0,30.2,16.6,130,1014,90,10,7,0,0,10
23.8,23.8,19.3,75.65,0,0,0,0,31.7,14.4,162,1014.9,90,10,0,0,0,10
23,23,20,83.22,0,0,0,0,35.6,19.4,130,1015.5,27.5,10,0,0,0,10
22,22,20,88.44,0,0,0,0,36.4,16.6,125,1016,89,9.5,0,0,0,10
22.1,22.1,20.2,89.23,0,0,0,0,33.8,12.1,129,1016.3,90.4,9.1,0,0,0,10
22,22,20,88.44,0,0,0,0,32,13.9,120,1016,100,7,0,0,0,10
22,22,20,88.44,0,0,0,0,31,11.2,115,1016,94,6.5,0,0,0,10
21.8,21.8,20.4,92.03,0,0,0,0,28.1,8.6,129,1015.8,93.5,8.9,0,0,0,10
22,22,20,88.44,0,0,0,0,25.2,11.2,105,1015,100,6.5,0,0,0,10
21.5,21.5,20,91.19,0,0,0,0,23,12.1,120,1014.5,89,5,0,0,0,10
21.4,21.4,20.2,93.26,0,0,0,0,20.5,3.7,111,1014.5,88.7,8.3,0,0,0,10
21,21,20,94.02,0.1,100,0,0,19.8,11.2,115,1014.5,89,5,0,0,0,10
21,21,20,94.02,0.1,100,0,0,18.7,8.5,100,1015,89,5,0,0,0,10
21.1,21.1,20.1,94.05,0,0,0,0,20.9,2.9,115,1015.5,95.1,7.6,3,0,0,10
22,22,20,88.44,0,0,0,0,22.3,16.6,125,1016,69,3.5,61,0.2,1,10
23.5,23.5,20,80.74,0.2,100,0,0,21.6,17.5,130,1016.5,37.5,8,186,0.7,2,10
23.5,23.5,20.6,83.92,0,0,0,0,19.8,8.8,152,1016.5,82.8,10.2,312,1.1,3,10
25,25,20,73.8,0.1,100,0,0,17.6,17.5,150,1016,70,10,342,1.2,3,10
24,24,20,78.35,0.1,100,0,0,16.9,14.8,160,1015,100,10,236,0.8,2,10
24.9,24.9,19.5,72.3,0,0,0,0,18.4,8.9,165,1013.7,98.1,10.2,254,0.9,3,10
25.5,25.5,20,71.63,0,0,0,0,20.5,11.2,135,1013,89,10,191,0.7,2,10
26,26,20,69.55,0,0,0,0,20.2,13.9,125,1013,89,10,150,0.5,2,10
26.1,26.1,19.8,68.31,0,0,0,0,20.2,12.4,158,1013,82.3,10.2,65,0.2,1,10
25,25,20,73.8,0,0,0,0,23,15.7,120,1013,89,10,38,0.1,0,10
25,25,19.5,71.55,0,0,0,0,23.8,12.1,140,1014,69,9.5,3,0,0,10
23.6,23.6,20,80.52,0,0,0,0,21.6,9.2,132,1015,30.1,9.7,0,0,0,10
23,23,20,83.22,0,0,0,0,21.2,14.8,125,1015.5,30,9.5,0,0,0,10
22,22,20,88.44,0,0,0,0,20.2,12.1,125,1016,30,9,0,0,0,10
22.1,22.1,20.1,88.22,0,0,0,0,19.4,6.2,136,1016.2,30.3,9.5,0,0,0,10
22,22,20,88.44,0,0,0,0,19.1,10.3,130,1016,90,6.5,0,0,0,10
22,22,20,88.44,0,0,0,0,18,9.4,120,1016,89,5.5,0,0,0,10
21.9,21.9,20.2,90.49,0,0,0,0,18,6,99,1016.1,95.6,8.6,0,0,0,10
21,21,20,94.02,0,0,0,0,17.6,9.4,110,1016,89,5,0,0,0,10
21,21,20,94.02,0.1,100,0,0,18.7,9.4,105,1015,89,5,0,0,0,10
21.4,21.4,20.1,92.14,0,0,0,0,25.2,5.3,94,1015.2,96.2,7.9,0,0,0,10
21,21,20,94.02,0.4,100,0,0,26.3,5.4,70,1015,88,3,0,0,0,10
21,21,20,94.02,0.7,100,0,0,30.6,9.4,60,1016,88,5,0,0,0,10
20,20,19,93.97,0.2,100,0,0,28.8,3.6,116.5,1017,88,3,2,0,0,10
20,20,19,93.97,0,0,0,0,29.5,13,70,1017,100,5,6,0,0,10
20,20,20,100,0.3,100,0,0,28.8,7.6,60,1018,100,5,16,0.1,0,10
20,20,19,93.97,0.2,100,0,0,29.2,18.4,60,1019,100,3,19,0.1,0,10
20,20,19,93.97,0.2,100,0,0,24.1,16.6,60,1019,100,9,41,0.1,0,10
19,19,19,100,0.6,100,0,0,20.2,18.4,50,1017,100,10,52,0.2,1,10
20,20,19,93.97,0.6,100,0,0,22,16.6,50,1016,100,10,23,0.1,0,10
19,19,19,100,0,0,0,0,22.7,18.4,50,1016,100,10,23,0.1,0,10
19,19,18,93.93,0.1,100,0,0,23.4,18.4,50,1015,100,10,28,0.1,0,10
19,19,18,93.93,0.4,100,0,0,23.4,16.6,50,1015,100,10,11,0,0,10
18,18,17,93.88,0.3,100,0,0,23.8,16.6,60,1015,100,9,5,0,0,10
18,18,17,93.88,0.2,100,0,0,22,16.6,50,1016,100,10,0,0,0,10
18,18,17,93.88,0.1,100,0,0,23,14.8,60,1016,100,10,0,0,0,10
18,18,17,93.88,0,0,0,0,23,14.8,50,1017,88,10,0,0,0,10
18,18,17,93.88,0.3,100,0,0,18,13,50,1017,100,10,0,0,0,10
18,18,16,88.1,0.2,100,0,0,17.6,14.8,50,1017,100,10,0,0,0,10
18,18,16,88.1,0.2,100,0,0,20.5,13,50,1017,100,10,0,0,0,10
18,18,16,88.1,0.1,100,0,0,17.6,7.6,30,1017,100,10,0,0,0,10
18,18,17,93.88,0.2,100,0,0,14.8,3.6,92.2,1017,100,10,0,0,0,10
18,18,16,88.1,0,0,0,0,13,5.4,50,1017,100,8,0,0,0,10
17,17,17,100,0.2,100,0,0,13.7,5.4,10,1017,100,5,0,0,0,10
17,17,16,93.84,0,0,0,0,15.5,7.6,20,1017,100,10,0,0,0,10
17,17,16,93.84,0.1,100,0,0,13.7,9.4,30,1017,100,6,0,0,0,10
17,17,16,93.84,0.5,100,0,0,7.6,7.6,50,1017,100,10,0,0,0,10
17,17,16,93.84,0.5,100,0,0,9.7,9.4,30,1018,100,10,0,0,0,10
17,17,16,93.84,0,0,0,0,11.2,5.4,350,1019,100,4,3,0,0,10
17,17,16,93.84,0.4,100,0,0,11.9,9.4,10,1020,100,10,12,0,0,10
18,18,16,88.1,0.1,100,0,0,12.2,13,30,1020,100,10,23,0.1,0,10
18,18,16,88.1,0.4,100,0,0,9,14.8,30,1020,100,10,30,0.1,0,10
18,18,17,93.88,0.6,100,0,0,8.6,7.6,30,1018,100,6,18,0.1,0,10
17,17,16,93.84,0.5,100,0,0,9.4,11.2,360,1017,100,5,19,0.1,0,10
17,17,16,93.84,0,0,0,0,10.4,7.6,360,1017,100,5,22,0.1,0,10
18,18,17,93.88,0.2,100,0,0,11.5,11.2,10,1016,100,10,21,0.1,0,10
17,17,17,100,0.6,100,0,0,13.3,9.4,20,1016,100,4,10,0,0,10
17,17,17,100,0.9,100,0,0,12.6,9.4,20,1016,100,9,4,0,0,10
17,17,16,93.84,0.6,100,0,0,14,9.4,20,1017,100,9,0,0,0,10
18,18,17,93.88,0.4,100,0,0,12.2,5.4,30,1017,100,10,0,0,0,10
18,18,16,88.1,0,0,0,0,11.9,11.2,30,1018,100,10,0,0,0,10
18,18,17,93.88,0.7,100,0,0,10.4,5.4,360,1018,100,10,0,0,0,10
17,17,17,100,0.3,100,0,0,8.3,5.4,350,1018,100,10,0,0,0,10
17,17,17,100,0.2,100,0,0,7.9,9.4,20,1018,100,10,0,0,0,10
