Metric,Model,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7
MAE,lstm_365_7_temp_new_FINAL_32_ewt,0.9535516556950556,1.0976397406694811,1.1398679451267746,1.2110350843832869,1.3062096330433468,1.4234344421774858,1.4739835754297497
RMSE,lstm_365_7_temp_new_FINAL_32_ewt,1.2183321415827177,1.404224989279012,1.4581210619032485,1.552951834628089,1.7039080318061885,1.8564244715481784,1.9450866503829434
Corr,lstm_365_7_temp_new_FINAL_32_ewt,0.967896134274376,0.9558571390753159,0.951664897747084,0.9456359690540389,0.9352659598323662,0.9281339981867683,0.9216798284099162
